,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,movie_id,runtime_minutes,genres
719,2014-07-25,lucy,40.0,126.57396,457.507776,417.507776,tt2872732,89.0,"Action,Sci-Fi,Thriller"
722,2013-12-25,lone survivor,40.0,125.095601,149.804632,109.804632,tt1091191,121.0,"Action,Biography,Drama"
723,2016-06-10,the conjuring 2,40.0,102.470008,311.262102,271.262102,tt3065204,134.0,"Drama,Horror,Mystery"
724,2010-10-01,the social network,40.0,96.962694,224.922135,184.922135,tt1285016,120.0,"Biography,Drama"
725,2017-02-10,john wick: chapter 2,40.0,92.029184,171.350009,131.350009,tt4425200,122.0,"Action,Crime,Thriller"
726,2016-01-15,ride along 2,40.0,90.862685,124.827316,84.827316,tt2869728,102.0,"Action,Comedy,Crime"
727,2015-03-27,get hard,40.0,90.411453,106.511453,66.511453,tt2561572,100.0,"Comedy,Crime"
729,2016-10-14,the accountant,40.0,86.260045,152.962083,112.962083,tt2140479,128.0,"Action,Crime,Drama"
730,2014-11-14,dumb and dumber to,40.0,86.20801,156.553592,116.55359200000001,tt2096672,109.0,"Adventure,Comedy"
731,2014-04-25,the other woman,40.0,83.911193,195.111193,155.111193,tt2203939,109.0,"Comedy,Romance"
733,2015-09-25,the intern,40.0,75.764672,197.11571,157.11571,tt2361509,121.0,"Comedy,Drama"
734,2015-10-16,bridge of spies,40.0,72.313754,162.498338,122.49833799999999,tt3682448,142.0,"Drama,History,Thriller"
735,2018-09-21,the house with a clock in its walls,40.0,68.549695,126.33175,86.33175,tt2119543,105.0,"Comedy,Fantasy,Horror"
736,2016-11-04,hacksaw ridge,40.0,67.209615,168.904682,128.904682,tt2119532,139.0,"Biography,Drama,History"
737,2011-02-18,unknown,40.0,63.686397,136.123083,96.12308300000001,tt1401152,113.0,"Action,Mystery,Thriller"
741,2010-06-04,get him to the greek,40.0,61.153526,91.455875,51.455875000000006,tt1226229,109.0,"Adventure,Comedy,Music"
742,2011-03-18,the lincoln lawyer,40.0,58.0092,87.145086,47.145086000000006,tt1189340,118.0,"Crime,Drama,Thriller"
743,2013-02-15,escape from planet earth,40.0,57.012977,74.15661,34.15661,tt0765446,89.0,"Adventure,Animation,Comedy"
744,2014-11-26,horrible bosses 2,40.0,54.445357,105.945357,65.945357,tt2170439,108.0,"Comedy,Crime"
745,2010-07-09,predators,40.0,52.000688,127.234389,87.234389,tt1424381,107.0,"Action,Adventure,Sci-Fi"
746,2012-08-15,the odd life of timothy green,40.0,51.85345,55.249159,15.249158999999999,tt1462769,105.0,"Comedy,Drama,Family"
747,2014-06-20,jersey boys,40.0,47.047013,65.282732,25.282731999999996,tt1742044,134.0,"Biography,Drama,Music"
748,2014-05-30,a million ways to die in the west,40.0,42.720965,86.778557,46.778557000000006,tt2557490,116.0,"Comedy,Western"
749,2011-08-12,final destination 5,40.0,42.587643,155.011165,115.011165,tt1622979,92.0,Horror
751,2018-11-16,widows,40.0,42.402632,73.866088,33.866088000000005,tt4218572,129.0,"Crime,Drama,Thriller"
753,2014-07-18,sex tape,40.0,38.543473,126.069509,86.069509,tt1956620,94.0,"Comedy,Romance"
754,2011-04-15,scream 4,40.0,38.180928,95.98959,55.98959000000001,tt1262416,111.0,"Horror,Mystery"
755,2011-03-18,paul,40.0,37.412945,101.162106,61.162105999999994,tt1092026,104.0,"Adventure,Comedy,Sci-Fi"
757,2012-12-19,the guilt trip,40.0,37.134215,41.294674,1.2946740000000005,tt1694020,95.0,"Comedy,Drama"
758,2011-08-26,colombiana,40.0,36.665854,72.295262,32.295261999999994,tt1657507,108.0,"Action,Drama,Thriller"
759,2018-01-12,the commuter,40.0,36.343858,101.985431,61.985431000000005,tt1590193,105.0,"Action,Mystery,Thriller"
760,2011-04-08,arthur,40.0,33.035397,47.787943,7.7879429999999985,tt1334512,110.0,"Comedy,Romance"
761,2016-12-21,patriots day,40.0,31.886361,52.837989,12.837989,tt4572514,133.0,"Action,Crime,Drama"
762,2011-12-25,extremely loud & incredibly close,40.0,31.847881,55.247881,15.247881,tt0477302,129.0,"Adventure,Drama,Mystery"
763,2010-11-10,morning glory,40.0,31.011732,59.79507,19.795070000000003,tt1126618,107.0,"Comedy,Drama,Romance"
764,2019-05-03,long shot,40.0,30.20286,43.711031,3.7110309999999984,tt2139881,125.0,"Comedy,Romance"
766,2013-12-25,grudge match,40.0,29.80726,69.80726,29.80726,tt1661382,113.0,"Comedy,Drama,Sport"
767,2017-08-11,the nut job 2: nutty by nature,40.0,28.370522,57.438389,17.438389,tt3486626,91.0,"Adventure,Animation,Comedy"
768,2017-01-27,resident evil: the final chapter,40.0,26.844692,314.10119,274.10119,tt2592614,107.0,"Action,Horror,Sci-Fi"
774,2017-06-30,the house,40.0,25.584504,31.192425,-8.807575,tt4481514,88.0,"Comedy,Crime"
775,2011-01-07,season of the witch,40.0,24.827228,91.1266,51.126599999999996,tt0479997,95.0,"Action,Adventure,Fantasy"
776,2016-08-26,mechanic: resurrection,40.0,21.218403,109.73884,69.73884,tt3522806,98.0,"Action,Adventure,Thriller"
