id,release_date,movie,production_budget,domestic_gross,worldwide_gross,,,,,,,,
97,1-Oct-99,The Adventures of Elmo in Grouchland,"$17,000,000 ","$11,634,458 ","$11,634,458 ",,The Adventures of Elmo in Grouchland,,,,,#VALUE!,0
98,24-Jul-87,Superman IV: The Quest for Peace,"$17,000,000 ","$11,227,824 ","$11,227,824 ",,Superman IV: The Quest for Peace,,,,,#VALUE!,0
99,29-May-63,55 Days at Peking,"$17,000,000 ","$10,000,000 ","$10,000,000 ",,55 Days at Peking,,,,,#VALUE!,0
100,5-Jun-09,My Life in Ruins,"$17,000,000 ","$8,677,425 ","$20,477,425 ",,My Life in Ruins,,,,,#VALUE!,0
1,21-Apr-06,American Dreamz,"$17,000,000 ","$7,314,027 ","$16,510,971 ",,American Dreamz,,,,,#VALUE!,0
2,25-Jan-08,How She Move,"$17,000,000 ","$7,070,641 ","$8,607,815 ",,How She Move,,,,,#VALUE!,0
3,24-Feb-06,Running Scared,"$17,000,000 ","$6,855,137 ","$9,729,088 ",,Running Scared,,,,,#VALUE!,0
4,24-Aug-12,The Apparition,"$17,000,000 ","$4,936,819 ","$10,637,281 ",,The Apparition,,,,,#VALUE!,0
5,30-Apr-04,Bobby Jones: Stroke of Genius,"$17,000,000 ","$2,694,071 ","$2,694,071 ",,Bobby Jones: Stroke of Genius,,,,,#VALUE!,0
6,29-Aug-86,Shanghai Surprise,"$17,000,000 ","$2,315,000 ","$2,315,000 ",,Shanghai Surprise,,,,,#VALUE!,0
7,25-Dec-10,L'illusionniste,"$17,000,000 ","$2,231,474 ","$8,609,949 ",,L'illusionniste,,,,,#VALUE!,0
8,1-Jan-81,Roar,"$17,000,000 ","$2,110,050 ","$2,110,050 ",,Roar,,,,,#VALUE!,0
9,17-Oct-03,Veronica Guerin,"$17,000,000 ","$1,569,918 ","$9,438,074 ",,Veronica Guerin,,,,,#VALUE!,0
10,10-Jun-16,Genius,"$17,000,000 ","$1,361,045 ","$7,265,283 ",,Genius,,,,,#VALUE!,0
11,14-Nov-07,Southland Tales,"$17,000,000 ","$275,380 ","$364,607 ",,Southland Tales,,,,,#VALUE!,0
12,26-Jun-15,Escobar: Paradise Lost,"$17,000,000 ","$195,792 ","$3,917,679 ",,Escobar: Paradise Lost,,,,,#VALUE!,0
13,26-Sep-17,"Mune, le gardien de la lune","$17,000,000 ",$0 ,"$14,534,046 ",,"Mune, le gardien de la lune",,,,,#VALUE!,0
14,23-Jun-09,Chasseurs de dragons,"$17,000,000 ",$0 ,"$13,446,115 ",,Chasseurs de dragons,,,,,#VALUE!,0
15,21-Oct-77,Damnation Alley,"$17,000,000 ",$0 ,$0 ,,Damnation Alley,,,,,#VALUE!,0
16,12-Jul-19,Crawl,"$17,000,000 ",$0 ,$0 ,,Crawl,,,,,#VALUE!,0
17,11-Mar-16,The Young Messiah,"$16,800,000 ","$6,469,813 ","$7,313,697 ",,The Young Messiah,,,,,#VALUE!,0
18,10-Nov-06,FUR: An Imaginary Portrait of Diane Arbus,"$16,800,000 ","$223,202 ","$2,281,089 ",,FUR: An Imaginary Portrait of Diane Arbus,,,,,#VALUE!,0
19,27-Nov-91,My Girl,"$16,500,000 ","$58,011,485 ","$58,011,485 ",,My Girl,,,,,#VALUE!,0
20,11-Dec-87,Wall Street,"$16,500,000 ","$43,848,100 ","$43,848,100 ",,Wall Street,,,,,#VALUE!,0
21,11-Dec-95,Sense and Sensibility,"$16,500,000 ","$42,993,774 ","$134,993,774 ",,Sense and Sensibility,,,,,#VALUE!,0
22,18-Aug-06,The Illusionist,"$16,500,000 ","$39,868,642 ","$83,792,062 ",,The Illusionist,,,,,#VALUE!,0
23,3-Aug-07,Becoming Jane,"$16,500,000 ","$18,663,911 ","$39,380,876 ",,Becoming Jane,,,,,#VALUE!,0
24,19-Dec-03,House of Sand and Fog,"$16,500,000 ","$13,005,485 ","$16,157,923 ",,House of Sand and Fog,,,,,#VALUE!,0
25,21-Sep-07,Sydney White,"$16,500,000 ","$11,892,415 ","$13,636,339 ",,Sydney White,,,,,#VALUE!,0
26,31-Dec-07,Arn - Tempelriddaren,"$16,500,000 ",$0 ,"$21,404,122 ",,Arn - Tempelriddaren,,,,,#VALUE!,0
27,2-Jun-89,Dead Poets Society,"$16,400,000 ","$95,860,116 ","$239,500,000 ",,Dead Poets Society,,,,,#VALUE!,0
28,16-Dec-94,Dumb & Dumber,"$16,000,000 ","$127,175,374 ","$246,400,000 ",,Dumb & Dumber,,,,,#VALUE!,0
29,14-Jul-89,When Harry Met Sally…,"$16,000,000 ","$92,823,546 ","$92,961,960 ",,When Harry Met Sally…,,,,,#VALUE!,0
30,19-May-00,Road Trip,"$16,000,000 ","$68,525,609 ","$119,739,110 ",,Road Trip,,,,,#VALUE!,0
31,8-Dec-82,The Verdict,"$16,000,000 ","$53,977,250 ","$53,977,250 ",,The Verdict,,,,,#VALUE!,0
32,15-Jan-99,Varsity Blues,"$16,000,000 ","$52,894,169 ","$54,294,169 ",,Varsity Blues,,,,,#VALUE!,0
33,25-May-12,Moonrise Kingdom,"$16,000,000 ","$45,512,466 ","$68,848,446 ",,Moonrise Kingdom,,,,,#VALUE!,0
34,25-Nov-11,The Artist,"$16,000,000 ","$44,667,095 ","$128,256,712 ",,The Artist,,,,,#VALUE!,0
35,9-Jan-09,The Unborn,"$16,000,000 ","$42,670,410 ","$78,208,812 ",,The Unborn,,,,,#VALUE!,0
36,2-Aug-02,The Master of Disguise,"$16,000,000 ","$40,363,530 ","$40,363,530 ",,The Master of Disguise,,,,,#VALUE!,0
37,6-Oct-06,The Texas Chainsaw Massacre: The Beginning,"$16,000,000 ","$39,517,763 ","$50,517,763 ",,The Texas Chainsaw Massacre: The Beginning,,,,,#VALUE!,0
38,29-Dec-06,El Laberinto del Fauno,"$16,000,000 ","$37,634,615 ","$87,041,569 ",,El Laberinto del Fauno,,,,,#VALUE!,0
39,4-Feb-11,The Roommate,"$16,000,000 ","$37,300,107 ","$52,545,707 ",,The Roommate,,,,,#VALUE!,0
40,2-Feb-07,The Messengers,"$16,000,000 ","$35,374,833 ","$53,774,833 ",,The Messengers,,,,,#VALUE!,0
41,2-Mar-01,See Spot Run,"$16,000,000 ","$33,357,476 ","$43,057,552 ",,See Spot Run,,,,,#VALUE!,0
42,9-Aug-91,Double Impact,"$16,000,000 ","$29,090,445 ","$29,090,445 ",,Double Impact,,,,,#VALUE!,0
43,27-Jun-01,Baby Boy,"$16,000,000 ","$28,734,552 ","$28,734,552 ",,Baby Boy,,,,,#VALUE!,0
44,11-Apr-01,Joe Dirt,"$16,000,000 ","$27,087,695 ","$30,987,695 ",,Joe Dirt,,,,,#VALUE!,0
45,12-Sep-08,The Women,"$16,000,000 ","$26,902,075 ","$50,103,808 ",,The Women,,,,,#VALUE!,0
46,20-Apr-07,Hot Fuzz,"$16,000,000 ","$23,618,786 ","$81,742,618 ",,Hot Fuzz,,,,,#VALUE!,0
47,15-Aug-08,Vicky Cristina Barcelona,"$16,000,000 ","$23,216,709 ","$104,504,817 ",,Vicky Cristina Barcelona,,,,,#VALUE!,0
48,16-Jun-00,Boys and Girls,"$16,000,000 ","$21,799,652 ","$21,799,652 ",,Boys and Girls,,,,,#VALUE!,0
49,13-Jun-18,Superfly,"$16,000,000 ","$20,537,137 ","$20,723,581 ",,Superfly,,,,,#VALUE!,0
50,18-Nov-94,Léon,"$16,000,000 ","$19,284,974 ","$45,284,974 ",,Léon,,,,,#VALUE!,0
51,12-Mar-10,Remember Me,"$16,000,000 ","$19,068,240 ","$56,506,120 ",,Remember Me,,,,,#VALUE!,0
52,11-Oct-02,White Oleander,"$16,000,000 ","$16,357,770 ","$21,657,770 ",,White Oleander,,,,,#VALUE!,0
53,18-Sep-09,Jennifer's Body,"$16,000,000 ","$16,204,793 ","$31,943,401 ",,Jennifer's Body,,,,,#VALUE!,0
54,3-Mar-00,Drowning Mona,"$16,000,000 ","$15,427,192 ","$15,980,376 ",,Drowning Mona,,,,,#VALUE!,0
55,30-Jan-87,Radio Days,"$16,000,000 ","$14,792,779 ","$14,792,779 ",,Radio Days,,,,,#VALUE!,0
56,18-Jul-03,How to Deal,"$16,000,000 ","$14,108,518 ","$14,108,518 ",,How to Deal,,,,,#VALUE!,0
57,3-Oct-14,Left Behind,"$16,000,000 ","$14,019,924 ","$20,769,209 ",,Left Behind,,,,,#VALUE!,0
58,28-May-04,Soul Plane,"$16,000,000 ","$13,922,211 ","$14,553,807 ",,Soul Plane,,,,,#VALUE!,0
59,9-Dec-88,My Stepmother Is an Alien,"$16,000,000 ","$13,854,000 ","$13,854,000 ",,My Stepmother Is an Alien,,,,,#VALUE!,0
60,29-Jun-12,People Like Us,"$16,000,000 ","$12,431,792 ","$12,617,472 ",,People Like Us,,,,,#VALUE!,0
61,28-May-99,The Thirteenth Floor,"$16,000,000 ","$11,810,854 ","$11,810,854 ",,The Thirteenth Floor,,,,,#VALUE!,0
62,3-Sep-04,The Cookout,"$16,000,000 ","$11,540,112 ","$11,540,112 ",,The Cookout,,,,,#VALUE!,0
63,19-Oct-79,Meteor,"$16,000,000 ","$8,400,000 ","$8,400,000 ",,Meteor,,,,,#VALUE!,0
64,7-Mar-86,Highlander,"$16,000,000 ","$5,900,000 ","$12,900,000 ",,Highlander,,,,,#VALUE!,0
65,18-Nov-16,Bleed for This,"$16,000,000 ","$5,083,906 ","$6,603,926 ",,Bleed for This,,,,,#VALUE!,0
66,3-May-02,Hollywood Ending,"$16,000,000 ","$4,839,383 ","$14,839,383 ",,Hollywood Ending,,,,,#VALUE!,0
67,15-Sep-00,Duets,"$16,000,000 ","$4,734,235 ","$6,615,452 ",,Duets,,,,,#VALUE!,0
68,13-Aug-99,Detroit Rock City,"$16,000,000 ","$4,217,115 ","$5,825,314 ",,Detroit Rock City,,,,,#VALUE!,0
69,19-Oct-07,Things We Lost in the Fire,"$16,000,000 ","$3,287,315 ","$8,120,148 ",,Things We Lost in the Fire,,,,,#VALUE!,0
70,14-Nov-14,The Homesman,"$16,000,000 ","$2,429,989 ","$8,217,571 ",,The Homesman,,,,,#VALUE!,0
71,5-Apr-13,Trance,"$16,000,000 ","$2,322,593 ","$22,594,052 ",,Trance,,,,,#VALUE!,0
72,16-May-14,The Immigrant,"$16,000,000 ","$2,013,456 ","$7,585,011 ",,The Immigrant,,,,,#VALUE!,0
73,15-Aug-97,Steel,"$16,000,000 ","$1,686,429 ","$1,686,429 ",,Steel,,,,,#VALUE!,0
74,21-Dec-05,The White Countess,"$16,000,000 ","$1,669,971 ","$2,814,566 ",,The White Countess,,,,,#VALUE!,0
75,25-Jul-08,Bienvenue chez les Ch'tis,"$16,000,000 ","$1,477,650 ","$247,474,497 ",,Bienvenue chez les Ch'tis,,,,,#VALUE!,0
76,1-Oct-14,"Men, Women and Children","$16,000,000 ","$705,908 ","$1,685,403 ",,"Men, Women and Children",,,,,#VALUE!,0
77,24-Sep-10,Enter the Void,"$16,000,000 ","$337,997 ","$1,467,278 ",,Enter the Void,,,,,#VALUE!,0
78,31-Dec-08,Good,"$16,000,000 ","$31,631 ","$31,631 ",,Good,,,,,#VALUE!,0
79,2-Nov-12,Vamps,"$16,000,000 ","$3,361 ","$94,812 ",,Vamps,,,,,#VALUE!,0
80,11-May-10,Haeundae,"$16,000,000 ",$0 ,"$64,733,391 ",,Haeundae,,,,,#VALUE!,0
81,9-Mar-10,Hachiko: A Dog's Story,"$16,000,000 ",$0 ,"$47,707,417 ",,Hachiko: A Dog's Story,,,,,#VALUE!,0
82,31-Dec-13,Zulu,"$16,000,000 ",$0 ,"$1,844,228 ",,Zulu,,,,,#VALUE!,0
83,21-Dec-18,Second Act,"$15,700,000 ","$39,282,227 ","$63,288,854 ",,Second Act,,,,,#VALUE!,0
84,21-Jun-02,Juwanna Mann,"$15,600,000 ","$13,571,817 ","$13,771,817 ",,Juwanna Mann,,,,,#VALUE!,0
85,8-Jun-07,La Môme,"$15,500,000 ","$10,299,782 ","$88,611,837 ",,La MàÂ´me,,,,,#VALUE!,0
86,15-Nov-02,Ararat,"$15,500,000 ","$1,693,000 ","$1,693,000 ",,Ararat,,,,,#VALUE!,0
87,13-Apr-07,Slow Burn,"$15,500,000 ","$1,237,615 ","$1,237,615 ",,Slow Burn,,,,,#VALUE!,0
88,22-Apr-05,Madison,"$15,500,000 ","$517,262 ","$517,262 ",,Madison,,,,,#VALUE!,0
89,26-Feb-10,The Yellow Handkerchief,"$15,500,000 ","$318,623 ","$318,623 ",,The Yellow Handkerchief,,,,,#VALUE!,0
90,27-Sep-02,Wasabi,"$15,300,000 ","$81,525 ","$7,000,000 ",,Wasabi,,,,,#VALUE!,0
91,31-Mar-06,Slither,"$15,250,000 ","$7,802,450 ","$12,930,343 ",,Slither,,,,,#VALUE!,0
92,16-Nov-90,Home Alone,"$15,000,000 ","$285,761,243 ","$476,684,675 ",,Home Alone,,,,,#VALUE!,0
93,5-Dec-84,Beverly Hills Cop,"$15,000,000 ","$234,760,478 ","$316,300,000 ",,Beverly Hills Cop,,,,,#VALUE!,0
94,16-May-86,Top Gun,"$15,000,000 ","$179,800,601 ","$356,799,634 ",,Top Gun,,,,,#VALUE!,0
95,17-Dec-82,Tootsie,"$15,000,000 ","$177,200,000 ","$177,200,000 ",,Tootsie,,,,,#VALUE!,0
96,25-Nov-87,3 Men and a Baby,"$15,000,000 ","$167,780,960 ","$167,780,960 ",,3 Men and a Baby,,,,,#VALUE!,0
97,26-Nov-10,The King's Speech,"$15,000,000 ","$138,797,449 ","$430,821,168 ",,The King's Speech,,,,,#VALUE!,0
98,15-Sep-99,American Beauty,"$15,000,000 ","$130,058,047 ","$356,258,047 ",,American Beauty,,,,,#VALUE!,0
99,8-Dec-00,"Crouching Tiger, Hidden Dragon","$15,000,000 ","$128,067,808 ","$213,514,672 ",,"Crouching Tiger, Hidden Dragon",,,,,#VALUE!,0
100,9-Dec-88,Twins,"$15,000,000 ","$111,936,388 ","$216,600,000 ",,Twins,,,,,#VALUE!,0
1,20-Dec-96,Scream,"$15,000,000 ","$103,046,663 ","$173,046,663 ",,Scream,,,,,#VALUE!,0
2,11-Aug-17,Annabelle: Creation,"$15,000,000 ","$102,092,201 ","$305,384,865 ",,Annabelle: Creation,,,,,#VALUE!,0
3,25-Oct-13,Jackass Presents: Bad Grandpa,"$15,000,000 ","$102,003,019 ","$160,903,019 ",,Jackass Presents: Bad Grandpa,,,,,#VALUE!,0
4,28-Jun-78,Heaven Can Wait,"$15,000,000 ","$98,800,000 ","$98,800,000 ",,Heaven Can Wait,,,,,#VALUE!,0
5,18-Dec-85,The Color Purple,"$15,000,000 ","$93,589,701 ","$93,589,701 ",,The Color Purple,,,,,#VALUE!,0
6,28-Nov-14,The Imitation Game,"$15,000,000 ","$91,125,143 ","$227,740,463 ",,The Imitation Game,,,,,#VALUE!,0
7,30-Mar-88,Beetlejuice,"$15,000,000 ","$73,839,613 ","$73,887,546 ",,Beetlejuice,,,,,#VALUE!,0
8,18-Nov-59,Ben-Hur,"$15,000,000 ","$73,000,000 ","$73,259,017 ",,Ben-Hur,,,,,#VALUE!,0
9,18-Jan-13,Mama,"$15,000,000 ","$71,628,180 ","$148,095,566 ",,Mama,,,,,#VALUE!,0
10,10-Oct-80,Private Benjamin,"$15,000,000 ","$69,847,348 ","$69,847,348 ",,Private Benjamin,,,,,#VALUE!,0
11,7-Mar-80,Coal Miner's Daughter,"$15,000,000 ","$67,182,787 ","$67,182,787 ",,Coal Miner's Daughter,,,,,#VALUE!,0
12,6-Mar-87,Lethal Weapon,"$15,000,000 ","$65,192,350 ","$120,192,350 ",,Lethal Weapon,,,,,#VALUE!,0
13,19-Mar-10,Diary of a Wimpy Kid,"$15,000,000 ","$64,003,625 ","$76,954,311 ",,Diary of a Wimpy Kid,,,,,#VALUE!,0
14,29-Jul-83,National Lampoon's Vacation,"$15,000,000 ","$61,400,000 ","$61,400,000 ",,National Lampoon's Vacation,,,,,#VALUE!,0
15,31-Aug-07,Halloween,"$15,000,000 ","$58,269,151 ","$77,514,401 ",,Halloween,,,,,#VALUE!,0
16,30-Sep-06,The Queen,"$15,000,000 ","$56,441,711 ","$128,885,873 ",,The Queen,,,,,#VALUE!,0
17,12-Oct-07,Why Did I Get Married?,"$15,000,000 ","$55,204,525 ","$55,934,178 ",,Why Did I Get Married?,,,,,#VALUE!,0
18,3-Feb-12,The Woman in Black,"$15,000,000 ","$54,333,290 ","$128,955,898 ",,The Woman in Black,,,,,#VALUE!,0
19,21-Dec-94,Little Women,"$15,000,000 ","$50,003,303 ","$50,003,303 ",,Little Women,,,,,#VALUE!,0
20,1-Jan-79,The Deer Hunter,"$15,000,000 ","$50,000,000 ","$50,009,253 ",,The Deer Hunter,,,,,#VALUE!,0
21,10-Aug-18,BlacKkKlansman,"$15,000,000 ","$49,275,340 ","$93,017,335 ",,BlacKkKlansman,,,,,#VALUE!,0
22,3-Feb-06,When a Stranger Calls,"$15,000,000 ","$47,860,214 ","$67,215,435 ",,When a Stranger Calls,,,,,#VALUE!,0
23,8-Feb-02,Big Fat Liar,"$15,000,000 ","$47,811,275 ","$52,461,017 ",,Big Fat Liar,,,,,#VALUE!,0
24,15-Aug-97,Cop Land,"$15,000,000 ","$44,906,632 ","$63,706,632 ",,Cop Land,,,,,#VALUE!,0
25,25-Dec-97,Wag the Dog,"$15,000,000 ","$43,057,470 ","$64,252,038 ",,Wag the Dog,,,,,#VALUE!,0
26,22-Feb-13,Snitch,"$15,000,000 ","$42,930,462 ","$57,907,734 ",,Snitch,,,,,#VALUE!,0
27,2-May-03,The Lizzie McGuire Movie,"$15,000,000 ","$42,734,455 ","$55,534,455 ",,The Lizzie McGuire Movie,,,,,#VALUE!,0
28,4-Dec-15,Krampus,"$15,000,000 ","$42,725,475 ","$61,788,393 ",,Krampus,,,,,#VALUE!,0
29,21-Sep-12,End of Watch,"$15,000,000 ","$41,003,371 ","$57,586,606 ",,End of Watch,,,,,#VALUE!,0
30,25-Dec-98,The Faculty,"$15,000,000 ","$40,283,321 ","$40,283,321 ",,The Faculty,,,,,#VALUE!,0
31,9-Jun-93,What's Love Got to Do With It,"$15,000,000 ","$39,100,956 ","$39,100,956 ",,What's Love Got to Do With It,,,,,#VALUE!,0
32,14-Dec-01,Not Another Teen Movie,"$15,000,000 ","$37,882,551 ","$62,401,343 ",,Not Another Teen Movie,,,,,#VALUE!,0
33,3-Dec-14,Wild,"$15,000,000 ","$37,880,356 ","$52,460,543 ",,Wild,,,,,#VALUE!,0
34,16-Dec-62,Lawrence of Arabia,"$15,000,000 ","$37,495,385 ","$69,995,385 ",,Lawrence of Arabia,,,,,#VALUE!,0
35,7-Nov-14,The Theory of Everything,"$15,000,000 ","$35,893,537 ","$123,327,692 ",,The Theory of Everything,,,,,#VALUE!,0
36,16-Sep-11,Drive,"$15,000,000 ","$35,060,689 ","$81,357,930 ",,Drive,,,,,#VALUE!,0
37,31-Mar-00,The Skulls,"$15,000,000 ","$35,007,180 ","$35,007,180 ",,The Skulls,,,,,#VALUE!,0
38,10-Oct-66,Hawaii,"$15,000,000 ","$34,562,222 ","$34,562,222 ",,Hawaii,,,,,#VALUE!,0
39,23-Nov-18,The Favourite,"$15,000,000 ","$34,366,783 ","$94,113,929 ",,The Favourite,,,,,#VALUE!,0
40,18-Apr-03,Malibu's Most Wanted,"$15,000,000 ","$34,308,901 ","$34,499,204 ",,Malibu's Most Wanted,,,,,#VALUE!,0
41,4-Sep-09,All About Steve,"$15,000,000 ","$33,862,903 ","$40,127,259 ",,All About Steve,,,,,#VALUE!,0
42,28-Apr-00,Where the Heart Is,"$15,000,000 ","$33,771,174 ","$40,862,054 ",,Where the Heart Is,,,,,#VALUE!,0
43,28-Aug-09,Halloween 2,"$15,000,000 ","$33,392,973 ","$38,512,850 ",,Halloween 2,,,,,#VALUE!,0
44,13-Mar-09,The Last House on the Left,"$15,000,000 ","$32,752,215 ","$46,526,243 ",,The Last House on the Left,,,,,#VALUE!,0
45,18-Feb-05,Because of Winn-Dixie,"$15,000,000 ","$32,647,042 ","$33,508,485 ",,Because of Winn-Dixie,,,,,#VALUE!,0
46,4-Feb-05,The Wedding Date,"$15,000,000 ","$31,726,995 ","$47,175,038 ",,The Wedding Date,,,,,#VALUE!,0
47,25-Sep-87,The Princess Bride,"$15,000,000 ","$30,857,000 ","$30,859,628 ",,The Princess Bride,,,,,#VALUE!,0
48,12-Jul-02,Halloween: Resurrection,"$15,000,000 ","$30,259,652 ","$37,659,652 ",,Halloween: Resurrection,,,,,#VALUE!,0
49,25-Dec-07,The Great Debaters,"$15,000,000 ","$30,226,144 ","$30,261,293 ",,The Great Debaters,,,,,#VALUE!,0
50,22-Aug-14,When the Game Stands Tall,"$15,000,000 ","$30,127,963 ","$30,138,912 ",,When the Game Stands Tall,,,,,#VALUE!,0
51,12-Jun-81,Clash of the Titans,"$15,000,000 ","$30,000,000 ","$44,400,000 ",,Clash of the Titans,,,,,#VALUE!,0
52,20-Feb-04,Confessions of a Teenage Drama Queen,"$15,000,000 ","$29,331,068 ","$33,118,854 ",,Confessions of a Teenage Drama Queen,,,,,#VALUE!,0
53,17-Apr-98,The Object of my Affection,"$15,000,000 ","$29,145,924 ","$29,145,924 ",,The Object of my Affection,,,,,#VALUE!,0
54,11-May-07,28 Weeks Later,"$15,000,000 ","$28,638,916 ","$64,232,714 ",,28 Weeks Later,,,,,#VALUE!,0
55,11-Apr-97,Grosse Pointe Blank,"$15,000,000 ","$28,084,357 ","$31,070,412 ",,Grosse Pointe Blank,,,,,#VALUE!,0
56,21-Apr-00,Love and Basketball,"$15,000,000 ","$27,441,122 ","$27,709,625 ",,Love and Basketball,,,,,#VALUE!,0
57,8-Sep-17,Home Again,"$15,000,000 ","$27,020,284 ","$37,336,874 ",,Home Again,,,,,#VALUE!,0
58,27-Oct-00,Book of Shadows: Blair Witch 2,"$15,000,000 ","$26,421,314 ","$47,721,314 ",,Book of Shadows: Blair Witch 2,,,,,#VALUE!,0
59,10-Oct-97,Boogie Nights,"$15,000,000 ","$26,410,771 ","$43,111,725 ",,Boogie Nights,,,,,#VALUE!,0
60,23-Jul-10,Ramona and Beezus,"$15,000,000 ","$26,167,002 ","$27,469,621 ",,Ramona and Beezus,,,,,#VALUE!,0
61,27-Aug-14,The November Man,"$15,000,000 ","$25,018,119 ","$34,820,335 ",,The November Man,,,,,#VALUE!,0
62,3-May-96,The Craft,"$15,000,000 ","$24,769,466 ","$55,669,466 ",,The Craft,,,,,#VALUE!,0
63,28-Dec-05,Match Point,"$15,000,000 ","$23,089,926 ","$87,973,835 ",,Match Point,,,,,#VALUE!,0
64,5-Nov-93,The Remains of the Day,"$15,000,000 ","$22,954,968 ","$63,954,968 ",,The Remains of the Day,,,,,#VALUE!,0
65,15-Jan-93,Nowhere to Run,"$15,000,000 ","$22,189,039 ","$52,189,039 ",,Nowhere to Run,,,,,#VALUE!,0
66,22-Sep-00,Urban Legends: Final Cut,"$15,000,000 ","$21,468,807 ","$38,574,362 ",,Urban Legends: Final Cut,,,,,#VALUE!,0
67,29-Mar-13,The Place Beyond the Pines,"$15,000,000 ","$21,403,519 ","$47,011,449 ",,The Place Beyond the Pines,,,,,#VALUE!,0
68,20-Oct-06,Flicka,"$15,000,000 ","$21,000,147 ","$21,896,367 ",,Flicka,,,,,#VALUE!,0
69,23-Mar-07,The Hills Have Eyes II,"$15,000,000 ","$20,804,166 ","$37,466,538 ",,The Hills Have Eyes II,,,,,#VALUE!,0
70,29-Apr-16,Keanu,"$15,000,000 ","$20,591,853 ","$20,688,141 ",,Keanu,,,,,#VALUE!,0
71,22-Dec-10,Country Strong,"$15,000,000 ","$20,218,921 ","$20,601,987 ",,Country Strong,,,,,#VALUE!,0
72,11-Oct-02,Tuck Everlasting,"$15,000,000 ","$19,161,999 ","$19,344,615 ",,Tuck Everlasting,,,,,#VALUE!,0
73,13-Oct-06,The Marine,"$15,000,000 ","$18,844,784 ","$22,165,608 ",,The Marine,,,,,#VALUE!,0
74,24-Jul-98,Disturbing Behavior,"$15,000,000 ","$17,507,368 ","$19,014,238 ",,Disturbing Behavior,,,,,#VALUE!,0
75,6-Mar-98,The Big Lebowski,"$15,000,000 ","$17,498,804 ","$46,189,568 ",,The Big Lebowski,,,,,#VALUE!,0
76,25-Jul-14,A Most Wanted Man,"$15,000,000 ","$17,237,855 ","$36,068,890 ",,A Most Wanted Man,,,,,#VALUE!,0
77,26-Jun-09,The Hurt Locker,"$15,000,000 ","$17,017,811 ","$49,894,223 ",,The Hurt Locker,,,,,#VALUE!,0
78,28-Jan-00,Eye of the Beholder,"$15,000,000 ","$16,500,786 ","$18,260,865 ",,Eye of the Beholder,,,,,#VALUE!,0
79,2-Nov-12,The Man with the Iron Fists,"$15,000,000 ","$15,634,090 ","$22,018,988 ",,The Man with the Iron Fists,,,,,#VALUE!,0
80,11-May-84,Firestarter,"$15,000,000 ","$15,136,870 ","$15,136,870 ",,Firestarter,,,,,#VALUE!,0
81,1-Feb-19,Miss Bala,"$15,000,000 ","$14,998,027 ","$15,362,298 ",,Miss Bala,,,,,#VALUE!,0
82,30-Nov-12,Killing Them Softly,"$15,000,000 ","$14,945,541 ","$39,238,443 ",,Killing Them Softly,,,,,#VALUE!,0
83,20-Apr-01,Freddy Got Fingered,"$15,000,000 ","$14,249,005 ","$14,249,005 ",,Freddy Got Fingered,,,,,#VALUE!,0
84,19-Aug-11,One Day,"$15,000,000 ","$13,843,771 ","$59,168,692 ",,One Day,,,,,#VALUE!,0
85,25-Jun-04,De-Lovely,"$15,000,000 ","$13,337,299 ","$18,524,496 ",,De-Lovely,,,,,#VALUE!,0
86,2-Oct-09,Whip It,"$15,000,000 ","$13,077,184 ","$18,889,972 ",,Whip It,,,,,#VALUE!,0
87,11-Jan-08,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$15,000,000 ","$12,981,269 ","$13,248,444 ",,The Pirates Who Don't Do Anything: A VeggieTales Movie,,,,,#VALUE!,0
88,23-Jan-08,U2 3D,"$15,000,000 ","$12,898,847 ","$26,170,402 ",,U2 3D,,,,,#VALUE!,0
89,1-Sep-00,Highlander: Endgame,"$15,000,000 ","$12,801,190 ","$12,801,190 ",,Highlander: Endgame,,,,,#VALUE!,0
90,20-Jan-17,The Founder,"$15,000,000 ","$12,786,053 ","$24,403,192 ",,The Founder,,,,,#VALUE!,0
91,25-Aug-06,Idlewild,"$15,000,000 ","$12,669,914 ","$12,669,914 ",,Idlewild,,,,,#VALUE!,0
92,25-Apr-03,Confidence,"$15,000,000 ","$12,212,417 ","$12,212,417 ",,Confidence,,,,,#VALUE!,0
93,11-Oct-02,Knockaround Guys,"$15,000,000 ","$11,660,180 ","$12,419,700 ",,Knockaround Guys,,,,,#VALUE!,0
94,27-Aug-99,The Muse,"$15,000,000 ","$11,614,954 ","$11,614,954 ",,The Muse,,,,,#VALUE!,0
95,3-Apr-98,Barney's Great Adventure,"$15,000,000 ","$11,156,471 ","$11,156,471 ",,Barney's Great Adventure,,,,,#VALUE!,0
96,1-Mar-89,New York Stories,"$15,000,000 ","$10,763,469 ","$10,763,469 ",,New York Stories,,,,,#VALUE!,0
97,25-Nov-98,Home Fries,"$15,000,000 ","$10,513,979 ","$10,513,979 ",,Home Fries,,,,,#VALUE!,0
98,24-Mar-00,Here on Earth,"$15,000,000 ","$10,494,147 ","$10,845,127 ",,Here on Earth,,,,,#VALUE!,0
99,8-Oct-04,Raise Your Voice,"$15,000,000 ","$10,411,980 ","$14,811,980 ",,Raise Your Voice,,,,,#VALUE!,0
100,18-Dec-85,Brazil,"$15,000,000 ","$9,929,135 ","$9,932,146 ",,Brazil,,,,,#VALUE!,0
